month,barangay,age,gender,employment_status,educational_attainment,current_skill,work_experience,desired_career,applied_course
12,Sagasa,21,Male,Underemployed,Senior High,Driving,Agriculture,Agriculture,Driving NC II
10,Ma-ao,42,Male,Self-employed,Junior High,Masonry,Construction,Construction,Masonry NC II
4,Taloc,30,Male,Wage Employed,College Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
9,Malingin,25,Male,Underemployed,Elementary Graduate,Masonry,Manufacturing,Agriculture,Masonry NC II
11,Napoles,39,Male,Unemployed,Junior High,Driving,Transportation,Agriculture,Driving NC II
10,Atipuluan,34,Male,Unemployed,College Undergraduate,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
1,Caridad,27,Male,Underemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
9,Tabunan,27,Male,Unemployed,Junior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
1,Busay,46,Female,Underemployed,College Undergraduate,Baking,Retail,Hospitality,Bread and Pastry NC II
7,Caridad,46,Male,Unemployed,College Undergraduate,Baking,Retail,Hospitality,Bread and Pastry NC II
7,Taloc,25,Female,Underemployed,Junior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
2,Busay,34,Male,Wage Employed,College Undergraduate,Carpentry,Construction,Business,Carpentry NC II
9,Abuanan,55,Male,Unemployed,College Graduate,Driving,Agriculture,Transportation,Driving NC II
1,Taloc,37,Male,Underemployed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
8,Binubuhan,30,Male,Wage Employed,College Graduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
5,Ilijan,23,Male,Self-employed,Junior High,Masonry,Agriculture,Construction,Masonry NC II
6,Busay,20,Male,Self-employed,College Undergraduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
12,Pacol,32,Male,Self-employed,Elementary Graduate,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
3,Bagroy,27,Male,Unemployed,Elementary Graduate,Masonry,None,Construction,Masonry NC II
4,Lag-asan,19,Male,Self-employed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
4,Busay,31,Male,Self-employed,College Graduate,Carpentry,Manufacturing,Construction,Carpentry NC II
6,Poblacion,29,Male,Unemployed,Junior High,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
8,Ma-ao,29,Male,Self-employed,Senior High,Baking,None,Hospitality,Bread and Pastry NC II
5,Ilijan,22,Female,Underemployed,Junior High,Cooking,Business,Hospitality,Cookery NC II
8,Taloc,40,Male,Self-employed,Junior High,Masonry,Manufacturing,Construction,Masonry NC II
4,Bacong,46,Female,Unemployed,College Graduate,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
10,Balingasag,39,Male,Wage Employed,Senior High,Carpentry,Manufacturing,Construction,Carpentry NC II
1,Tabunan,21,Male,Underemployed,Senior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
5,Ma-ao,52,Male,Underemployed,College Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
5,Poblacion,20,Male,Underemployed,Senior High,Carpentry,Construction,Transportation,Carpentry NC II
1,Poblacion,21,Female,Self-employed,Elementary Graduate,Cooking,Agriculture,Hospitality,Cookery NC II
7,Alianza,44,Male,Unemployed,Senior High,Computer Literacy,Transportation,Transportation,Computer Systems Servicing NC II
5,Taloc,20,Female,Unemployed,Elementary Graduate,Computer Literacy,None,Hospitality,Computer Systems Servicing NC II
7,Pacol,37,Female,Underemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
9,Ma-ao,18,Male,Underemployed,Junior High,Masonry,Agriculture,Construction,Masonry NC II
7,Ma-ao,50,Male,Wage Employed,College Graduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
7,Sagasa,39,Female,Unemployed,College Undergraduate,Cooking,Hospitality,Hospitality,Cookery NC II
2,Taloc,33,Female,Self-employed,College Undergraduate,Baking,Hospitality,Business,Bread and Pastry NC II
7,Poblacion,35,Male,Unemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
2,Taloc,38,Female,Underemployed,College Graduate,Computer Literacy,Government,Business,Computer Systems Servicing NC II
1,Ilijan,22,Male,Self-employed,Elementary Graduate,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
8,Busay,32,Male,Wage Employed,Junior High,Welding,Business,ICT,Shielded Metal Arc Welding NC I
12,Bagroy,38,Female,Self-employed,Junior High,Driving,None,Agriculture,Driving NC II
9,Ilijan,18,Male,Self-employed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
1,Atipuluan,39,Female,Underemployed,Elementary Graduate,Cooking,Retail,Hospitality,Cookery NC II
8,Abuanan,32,Female,Unemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
7,Lag-asan,43,Male,Underemployed,Senior High,Electrical Repair,Construction,Agriculture,Electrical Installation and Maintenance NC II
3,Lag-asan,27,Female,Self-employed,College Graduate,Carpentry,Retail,Construction,Carpentry NC II
4,Ma-ao,22,Male,Self-employed,Senior High,Computer Literacy,None,ICT,Computer Systems Servicing NC II
9,Bagroy,44,Male,Self-employed,Senior High,Driving,Business,Agriculture,Driving NC II
9,Ilijan,38,Female,Underemployed,College Graduate,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
8,Dulao,35,Male,Self-employed,Elementary Graduate,Electrical Repair,Construction,Business,Electrical Installation and Maintenance NC II
6,Busay,22,Female,Self-employed,College Graduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
10,Caridad,21,Female,Unemployed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
6,Taloc,18,Male,Underemployed,Senior High,Computer Literacy,None,Business,Computer Systems Servicing NC II
1,Calumangan,28,Female,Unemployed,Elementary Graduate,Computer Literacy,ICT,Construction,Computer Systems Servicing NC II
5,Malingin,29,Male,Wage Employed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
12,Taloc,22,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
1,Poblacion,40,Female,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
11,Caridad,42,Male,Wage Employed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
1,Busay,41,Male,Unemployed,Senior High,Baking,Retail,Business,Bread and Pastry NC II
8,Napoles,35,Female,Underemployed,Junior High,Cooking,Agriculture,Hospitality,Cookery NC II
6,Ma-ao,24,Male,Underemployed,Senior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
5,Caridad,29,Male,Unemployed,Senior High,Carpentry,Manufacturing,Construction,Carpentry NC II
2,Busay,42,Female,Underemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
2,Tabunan,50,Female,Wage Employed,College Graduate,Cooking,Hospitality,Business,Cookery NC II
9,Ma-ao,28,Male,Wage Employed,Senior High,Cooking,Agriculture,Hospitality,Cookery NC II
1,Sagasa,44,Female,Underemployed,Senior High,Cooking,Transportation,Agriculture,Cookery NC II
3,Poblacion,18,Female,Wage Employed,Junior High,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
9,Poblacion,20,Male,Underemployed,Elementary Graduate,Carpentry,Construction,Construction,Carpentry NC II
10,Sagasa,24,Male,Unemployed,Senior High,Cooking,Retail,Hospitality,Cookery NC II
12,Pacol,29,Female,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
11,Sagasa,39,Male,Underemployed,College Graduate,Computer Literacy,Retail,Business,Computer Systems Servicing NC II
2,Atipuluan,37,Female,Unemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
11,Malingin,29,Male,Underemployed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
3,Poblacion,31,Male,Wage Employed,College Graduate,Cooking,Hospitality,Construction,Cookery NC II
1,Mailum,32,Female,Unemployed,College Undergraduate,Baking,Business,Business,Bread and Pastry NC II
10,Mailum,22,Male,Wage Employed,Elementary Graduate,Driving,Agriculture,Transportation,Driving NC II
1,Bacong,36,Male,Underemployed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
1,Abuanan,24,Female,Self-employed,Senior High,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
10,Bagroy,30,Male,Self-employed,Junior High,Carpentry,Agriculture,Construction,Carpentry NC II
4,Ma-ao,28,Female,Unemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
7,Binubuhan,31,Female,Unemployed,Senior High,Baking,Business,Hospitality,Bread and Pastry NC II
8,Lag-asan,35,Male,Underemployed,College Undergraduate,Driving,Business,Transportation,Driving NC II
5,Mailum,40,Male,Self-employed,Elementary Graduate,Driving,Government,Agriculture,Driving NC II
4,Binubuhan,29,Male,Wage Employed,Senior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
8,Busay,47,Male,Self-employed,College Graduate,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
6,Taloc,39,Female,Underemployed,College Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
5,Dulao,54,Male,Self-employed,College Graduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
7,Bagroy,27,Female,Underemployed,Junior High,Cooking,Hospitality,Transportation,Cookery NC II
12,Binubuhan,32,Female,Underemployed,Senior High,Carpentry,Retail,Construction,Carpentry NC II
2,Taloc,25,Female,Wage Employed,College Undergraduate,Cooking,Retail,Hospitality,Cookery NC II
11,Tabunan,39,Female,Underemployed,Senior High,Masonry,Construction,Construction,Masonry NC II
6,Bagroy,48,Female,Underemployed,College Undergraduate,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
4,Malingin,47,Female,Wage Employed,College Undergraduate,Computer Literacy,ICT,Business,Computer Systems Servicing NC II
7,Bacong,25,Female,Wage Employed,Senior High,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
9,Dulao,41,Male,Underemployed,College Undergraduate,Driving,Agriculture,Transportation,Driving NC II
6,Balingasag,23,Male,Self-employed,Elementary Graduate,Cooking,Hospitality,Hospitality,Cookery NC II
2,Ma-ao,24,Male,Self-employed,Junior High,Driving,Transportation,Transportation,Driving NC II
12,Bagroy,48,Male,Underemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
8,Mailum,48,Female,Wage Employed,College Undergraduate,Baking,Retail,Hospitality,Bread and Pastry NC II
4,Balingasag,44,Female,Unemployed,College Undergraduate,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
9,Bacong,46,Female,Self-employed,College Graduate,Computer Literacy,Agriculture,ICT,Computer Systems Servicing NC II
11,Mailum,35,Male,Self-employed,Junior High,Computer Literacy,ICT,Hospitality,Computer Systems Servicing NC II
5,Busay,26,Male,Underemployed,Elementary Graduate,Driving,None,Transportation,Driving NC II
3,Binubuhan,38,Male,Underemployed,Junior High,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
6,Tabunan,26,Female,Unemployed,Junior High,Cooking,Agriculture,Hospitality,Cookery NC II
2,Ilijan,29,Male,Wage Employed,College Graduate,Electrical Repair,Construction,ICT,Electrical Installation and Maintenance NC II
11,Bagroy,39,Male,Underemployed,Senior High,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
2,Binubuhan,43,Female,Wage Employed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
11,Ma-ao,29,Male,Unemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
11,Taloc,18,Female,Unemployed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
8,Ma-ao,42,Male,Underemployed,Junior High,Baking,Hospitality,Transportation,Bread and Pastry NC II
7,Dulao,18,Female,Unemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
10,Mailum,45,Male,Underemployed,College Undergraduate,Driving,Business,Business,Driving NC II
4,Busay,40,Female,Unemployed,College Undergraduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
1,Busay,37,Male,Unemployed,College Undergraduate,Cooking,Hospitality,Business,Cookery NC II
2,Busay,36,Male,Unemployed,Elementary Graduate,Carpentry,Business,Construction,Carpentry NC II
5,Lag-asan,27,Female,Unemployed,Senior High,Cooking,Agriculture,Agriculture,Cookery NC II
10,Ilijan,25,Male,Underemployed,Elementary Graduate,Carpentry,Retail,Construction,Carpentry NC II
10,Taloc,20,Female,Underemployed,Senior High,Computer Literacy,Transportation,ICT,Computer Systems Servicing NC II
4,Busay,26,Male,Wage Employed,Elementary Graduate,Masonry,Manufacturing,Construction,Masonry NC II
10,Busay,26,Male,Wage Employed,College Undergraduate,Carpentry,Construction,Construction,Carpentry NC II
3,Ilijan,22,Female,Underemployed,Junior High,Cooking,Transportation,Hospitality,Cookery NC II
10,Taloc,26,Male,Self-employed,Elementary Graduate,Carpentry,Retail,Construction,Carpentry NC II
3,Ma-ao,24,Female,Unemployed,Senior High,Baking,Transportation,Hospitality,Bread and Pastry NC II
6,Napoles,20,Female,Self-employed,College Undergraduate,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
1,Dulao,24,Female,Unemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
2,Balingasag,26,Male,Underemployed,Senior High,Driving,Retail,Transportation,Driving NC II
5,Busay,23,Male,Wage Employed,College Undergraduate,Masonry,Construction,Construction,Masonry NC II
1,Poblacion,39,Male,Underemployed,Junior High,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
11,Bacong,20,Male,Wage Employed,College Undergraduate,Carpentry,Retail,Construction,Carpentry NC II
10,Poblacion,33,Male,Unemployed,Junior High,Baking,None,Hospitality,Bread and Pastry NC II
3,Bacong,33,Female,Unemployed,Junior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
6,Poblacion,40,Male,Unemployed,Elementary Graduate,Driving,Agriculture,Transportation,Driving NC II
2,Balingasag,19,Male,Self-employed,Elementary Graduate,Electrical Repair,Government,Construction,Electrical Installation and Maintenance NC II
5,Bacong,48,Female,Self-employed,College Undergraduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
6,Alianza,23,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
10,Bacong,30,Female,Unemployed,Junior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
2,Sagasa,33,Female,Self-employed,Senior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
4,Binubuhan,34,Male,Underemployed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
9,Taloc,34,Male,Wage Employed,Senior High,Driving,Retail,Construction,Driving NC II
10,Taloc,27,Male,Underemployed,Senior High,Masonry,Agriculture,Agriculture,Masonry NC II
7,Tabunan,34,Male,Wage Employed,College Undergraduate,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
11,Ma-ao,40,Male,Self-employed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
9,Busay,32,Male,Underemployed,Senior High,Cooking,Agriculture,Hospitality,Cookery NC II
6,Ma-ao,43,Female,Wage Employed,College Undergraduate,Computer Literacy,Transportation,ICT,Computer Systems Servicing NC II
8,Busay,37,Male,Wage Employed,Elementary Graduate,Masonry,Construction,Agriculture,Masonry NC II
10,Mailum,19,Female,Unemployed,Junior High,Driving,Government,Transportation,Driving NC II
4,Ma-ao,34,Male,Unemployed,Junior High,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
5,Taloc,19,Male,Wage Employed,Elementary Graduate,Masonry,Agriculture,Construction,Masonry NC II
12,Poblacion,19,Male,Wage Employed,Senior High,Welding,Retail,Construction,Shielded Metal Arc Welding NC I
9,Malingin,34,Male,Wage Employed,Senior High,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
3,Taloc,22,Female,Unemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
7,Poblacion,26,Male,Underemployed,College Undergraduate,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
3,Dulao,23,Male,Unemployed,Junior High,Carpentry,Retail,Construction,Carpentry NC II
10,Taloc,27,Male,Wage Employed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
9,Mailum,35,Female,Unemployed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
3,Bagroy,18,Male,Underemployed,Senior High,Computer Literacy,Business,Business,Computer Systems Servicing NC II
6,Abuanan,34,Female,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
7,Dulao,36,Male,Self-employed,College Undergraduate,Baking,Retail,Hospitality,Bread and Pastry NC II
12,Dulao,47,Female,Wage Employed,College Undergraduate,Computer Literacy,Government,Business,Computer Systems Servicing NC II
2,Taloc,22,Female,Underemployed,College Undergraduate,Cooking,Hospitality,Hospitality,Cookery NC II
