barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Balingasag,Computer Systems Servicing NC II,38,Male,Senior High,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Atipuluan,Carpentry NC II,30,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Sagasa,Bread and Pastry NC II,29,Male,Senior High,Self-employed,Baking,Hospitality,Experienced Worker,Dropout
Ma-ao,Cookery NC II,33,Male,Junior High,Underemployed,Cooking,Hospitality,Returning Learner,Graduate
Poblacion,Carpentry NC II,35,Male,College Undergraduate,Unemployed,Carpentry,Construction,Returning Learner,Graduate
Dulao,Computer Systems Servicing NC II,27,Male,College Graduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Caridad,Computer Systems Servicing NC II,32,Female,Senior High,Unemployed,Computer Literacy,ICT,New Entrant,Dropout
Calumangan,Cookery NC II,42,Male,Junior High,Underemployed,Cooking,Hospitality,Returning Learner,Graduate
Balingasag,Cookery NC II,19,Female,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Dulao,Bread and Pastry NC II,32,Male,Elementary Graduate,Unemployed,Baking,Hospitality,New Entrant,Dropout
Ma-ao,Shielded Metal Arc Welding NC I,22,Male,Senior High,Unemployed,Welding,Construction,Experienced Worker,Dropout
Abuanan,Masonry NC II,30,Male,Elementary Graduate,Unemployed,Masonry,Construction,Experienced Worker,Graduate
Alianza,Driving NC II,26,Female,Senior High,Underemployed,Driving,Transportation,Returning Learner,Graduate
Ma-ao,Electrical Installation and Maintenance NC II,41,Male,College Undergraduate,Self-employed,Welding,Construction,Career Shifter,Dropout
Bacong,Driving NC II,31,Male,Junior High,Unemployed,Driving,Transportation,New Entrant,Graduate
Malingin,Carpentry NC II,42,Male,College Undergraduate,Wage Employed,Welding,ICT,Returning Learner,Graduate
Alianza,Computer Systems Servicing NC II,30,Female,College Undergraduate,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Dulao,Masonry NC II,36,Female,Junior High,Underemployed,Masonry,Construction,Returning Learner,Graduate
Balingasag,Bread and Pastry NC II,39,Female,Senior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Bacong,Masonry NC II,33,Female,Elementary Graduate,Unemployed,Masonry,Construction,New Entrant,Dropout
Taloc,Driving NC II,27,Male,Senior High,Underemployed,Driving,Transportation,New Entrant,Graduate
Pacol,Carpentry NC II,28,Male,Junior High,Underemployed,Carpentry,Construction,Returning Learner,Graduate
Caridad,Shielded Metal Arc Welding NC I,30,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Dropout
Calumangan,Driving NC II,32,Male,Junior High,Unemployed,Driving,Transportation,Returning Learner,Graduate
Napoles,Carpentry NC II,37,Male,Senior High,Underemployed,Carpentry,Construction,Career Shifter,Graduate
Pacol,Driving NC II,20,Female,Junior High,Underemployed,Driving,Transportation,New Entrant,Dropout
Malingin,Carpentry NC II,42,Female,College Undergraduate,Underemployed,Carpentry,Construction,New Entrant,Dropout
Binubuhan,Computer Systems Servicing NC II,26,Female,College Undergraduate,Underemployed,Computer Literacy,ICT,Career Shifter,Dropout
Ilijan,Shielded Metal Arc Welding NC I,42,Female,College Undergraduate,Self-employed,Masonry,Construction,Career Shifter,Graduate
Alianza,Electrical Installation and Maintenance NC II,26,Female,Senior High,Unemployed,Electrical Repair,Construction,Returning Learner,Dropout
Bacong,Driving NC II,30,Male,Elementary Graduate,Unemployed,Driving,Transportation,Returning Learner,Graduate
Taloc,Driving NC II,46,Male,College Undergraduate,Self-employed,Driving,Transportation,New Entrant,Graduate
Abuanan,Bread and Pastry NC II,24,Female,Elementary Graduate,Underemployed,Baking,Hospitality,New Entrant,Graduate
Calumangan,Shielded Metal Arc Welding NC I,28,Male,Junior High,Underemployed,Welding,Construction,Returning Learner,Graduate
Bacong,Electrical Installation and Maintenance NC II,29,Male,Senior High,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Napoles,Computer Systems Servicing NC II,23,Male,College Undergraduate,Unemployed,Computer Literacy,ICT,Returning Learner,Dropout
Atipuluan,Bread and Pastry NC II,29,Male,Senior High,Underemployed,Baking,Hospitality,Experienced Worker,Dropout
Taloc,Masonry NC II,28,Male,Senior High,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Alianza,Electrical Installation and Maintenance NC II,20,Male,Junior High,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Lag-asan,Electrical Installation and Maintenance NC II,38,Female,Senior High,Unemployed,Electrical Repair,Construction,Experienced Worker,Graduate
Malingin,Masonry NC II,21,Female,Elementary Graduate,Unemployed,Masonry,Construction,New Entrant,Graduate
Ilijan,Electrical Installation and Maintenance NC II,25,Male,Junior High,Underemployed,Electrical Repair,Hospitality,Returning Learner,Dropout
Alianza,Bread and Pastry NC II,35,Female,Senior High,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Binubuhan,Driving NC II,42,Male,Senior High,Underemployed,Driving,Transportation,Returning Learner,Graduate
Malingin,Computer Systems Servicing NC II,25,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Calumangan,Masonry NC II,42,Male,Senior High,Wage Employed,Masonry,Construction,Returning Learner,Graduate
Malingin,Driving NC II,28,Male,Senior High,Self-employed,Driving,Transportation,Experienced Worker,Dropout
Lag-asan,Electrical Installation and Maintenance NC II,32,Male,Junior High,Unemployed,Electrical Repair,Construction,Career Shifter,Graduate
Poblacion,Driving NC II,39,Male,Senior High,Self-employed,Driving,Transportation,Career Shifter,Graduate
Alianza,Masonry NC II,34,Male,Elementary Graduate,Unemployed,Masonry,Construction,Career Shifter,Dropout
Caridad,Driving NC II,30,Male,Senior High,Underemployed,Driving,Transportation,Experienced Worker,Graduate
Abuanan,Driving NC II,27,Male,College Undergraduate,Wage Employed,Driving,Transportation,Experienced Worker,Graduate
Ma-ao,Computer Systems Servicing NC II,27,Female,Junior High,Unemployed,Computer Literacy,ICT,Returning Learner,Dropout
Poblacion,Driving NC II,43,Male,College Undergraduate,Unemployed,Driving,Transportation,Experienced Worker,Graduate
Alianza,Computer Systems Servicing NC II,35,Male,Elementary Graduate,Unemployed,Computer Literacy,Agriculture,Career Shifter,Dropout
Taloc,Computer Systems Servicing NC II,52,Male,College Graduate,Underemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Ilijan,Shielded Metal Arc Welding NC I,19,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Dropout
Binubuhan,Cookery NC II,31,Male,Senior High,Self-employed,Cooking,Hospitality,New Entrant,Graduate
Napoles,Masonry NC II,35,Male,Junior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Malingin,Cookery NC II,42,Female,Senior High,Wage Employed,Cooking,Hospitality,New Entrant,Graduate
Calumangan,Carpentry NC II,18,Male,Elementary Graduate,Unemployed,Carpentry,Construction,Returning Learner,Graduate
Ma-ao,Electrical Installation and Maintenance NC II,19,Female,Junior High,Underemployed,Electrical Repair,Transportation,Career Shifter,Dropout
Dulao,Computer Systems Servicing NC II,42,Male,Junior High,Wage Employed,Computer Literacy,Hospitality,Experienced Worker,Graduate
Bagroy,Cookery NC II,49,Male,College Graduate,Underemployed,Cooking,Hospitality,Returning Learner,Dropout
Mailum,Bread and Pastry NC II,42,Male,Junior High,Underemployed,Baking,Hospitality,Career Shifter,Dropout
Poblacion,Driving NC II,45,Male,Senior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Calumangan,Shielded Metal Arc Welding NC I,36,Male,Junior High,Self-employed,Welding,Construction,Returning Learner,Graduate
Atipuluan,Cookery NC II,21,Female,College Undergraduate,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Atipuluan,Computer Systems Servicing NC II,29,Male,Junior High,Unemployed,Computer Literacy,ICT,New Entrant,Dropout
Taloc,Electrical Installation and Maintenance NC II,30,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Malingin,Masonry NC II,34,Male,Junior High,Underemployed,Masonry,Construction,Career Shifter,Graduate
Calumangan,Masonry NC II,43,Male,Senior High,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Sagasa,Cookery NC II,29,Male,Elementary Graduate,Unemployed,Cooking,Hospitality,Career Shifter,Dropout
Bagroy,Computer Systems Servicing NC II,18,Female,Junior High,Self-employed,Computer Literacy,Business,Returning Learner,Dropout
Poblacion,Electrical Installation and Maintenance NC II,42,Male,Senior High,Self-employed,Electrical Repair,Transportation,Returning Learner,Graduate
Pacol,Computer Systems Servicing NC II,55,Male,College Graduate,Wage Employed,Computer Literacy,ICT,Returning Learner,Dropout
Atipuluan,Computer Systems Servicing NC II,44,Male,Senior High,Self-employed,Driving,Construction,Career Shifter,Dropout
Balingasag,Computer Systems Servicing NC II,37,Male,Senior High,Unemployed,Driving,Transportation,Career Shifter,Graduate
Balingasag,Bread and Pastry NC II,35,Female,Senior High,Unemployed,Baking,Agriculture,Experienced Worker,Graduate
Poblacion,Carpentry NC II,37,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Ma-ao,Masonry NC II,39,Male,Elementary Graduate,Unemployed,Masonry,Construction,New Entrant,Dropout
Tabunan,Cookery NC II,32,Male,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Dropout
Tabunan,Electrical Installation and Maintenance NC II,19,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,Career Shifter,Dropout
Ma-ao,Cookery NC II,18,Male,Senior High,Unemployed,Driving,Transportation,Career Shifter,Graduate
Bacong,Electrical Installation and Maintenance NC II,35,Male,Senior High,Self-employed,Electrical Repair,Construction,Returning Learner,Graduate
Dulao,Computer Systems Servicing NC II,43,Female,College Undergraduate,Unemployed,Computer Literacy,ICT,Returning Learner,Graduate
Balingasag,Shielded Metal Arc Welding NC I,21,Male,Senior High,Unemployed,Masonry,Construction,Career Shifter,Graduate
Napoles,Computer Systems Servicing NC II,27,Male,College Graduate,Unemployed,Computer Literacy,ICT,New Entrant,Dropout
Mailum,Bread and Pastry NC II,29,Female,Senior High,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Dulao,Cookery NC II,23,Female,Junior High,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Bacong,Masonry NC II,37,Male,Senior High,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Ilijan,Carpentry NC II,28,Male,Junior High,Underemployed,Carpentry,Construction,Experienced Worker,Graduate
Atipuluan,Masonry NC II,19,Male,Junior High,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Abuanan,Driving NC II,31,Male,Junior High,Unemployed,Driving,Transportation,New Entrant,Dropout
Poblacion,Driving NC II,39,Male,Senior High,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Malingin,Masonry NC II,26,Male,College Undergraduate,Wage Employed,Cooking,Hospitality,Career Shifter,Graduate
Pacol,Shielded Metal Arc Welding NC I,38,Male,College Graduate,Wage Employed,Carpentry,Construction,Career Shifter,Graduate
Tabunan,Shielded Metal Arc Welding NC I,41,Male,Senior High,Underemployed,Welding,Construction,Returning Learner,Graduate
Tabunan,Shielded Metal Arc Welding NC I,42,Male,Junior High,Underemployed,Welding,Construction,Returning Learner,Graduate
Atipuluan,Masonry NC II,28,Male,College Graduate,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Atipuluan,Carpentry NC II,38,Male,College Undergraduate,Underemployed,Carpentry,Construction,New Entrant,Graduate
Binubuhan,Carpentry NC II,36,Male,Elementary Graduate,Wage Employed,Carpentry,Construction,Career Shifter,Graduate
Napoles,Shielded Metal Arc Welding NC I,38,Male,Elementary Graduate,Unemployed,Welding,Construction,Career Shifter,Dropout
Dulao,Driving NC II,19,Male,College Undergraduate,Wage Employed,Driving,Transportation,Experienced Worker,Graduate
Balingasag,Computer Systems Servicing NC II,45,Female,College Undergraduate,Self-employed,Computer Literacy,Agriculture,Experienced Worker,Dropout
Lag-asan,Electrical Installation and Maintenance NC II,23,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,Career Shifter,Graduate
Balingasag,Carpentry NC II,29,Male,College Undergraduate,Unemployed,Carpentry,Construction,Returning Learner,Graduate
Ilijan,Computer Systems Servicing NC II,38,Female,College Undergraduate,Underemployed,Computer Literacy,ICT,Returning Learner,Dropout
Atipuluan,Electrical Installation and Maintenance NC II,23,Female,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Napoles,Driving NC II,31,Male,College Undergraduate,Underemployed,Driving,Transportation,New Entrant,Graduate
Caridad,Driving NC II,29,Male,Senior High,Unemployed,Driving,Transportation,Career Shifter,Graduate
Ilijan,Electrical Installation and Maintenance NC II,25,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Alianza,Computer Systems Servicing NC II,25,Female,Elementary Graduate,Unemployed,Computer Literacy,ICT,Returning Learner,Graduate
Poblacion,Electrical Installation and Maintenance NC II,36,Female,Junior High,Underemployed,Baking,Hospitality,Career Shifter,Dropout
Taloc,Masonry NC II,29,Male,Senior High,Self-employed,Masonry,Construction,Experienced Worker,Graduate
Busay,Driving NC II,40,Male,Elementary Graduate,Unemployed,Driving,Transportation,Returning Learner,Graduate
Mailum,Electrical Installation and Maintenance NC II,37,Male,Junior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Dropout
Mailum,Electrical Installation and Maintenance NC II,32,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Abuanan,Masonry NC II,26,Male,College Graduate,Underemployed,Masonry,ICT,New Entrant,Graduate
Napoles,Driving NC II,22,Female,Junior High,Underemployed,Driving,Transportation,New Entrant,Graduate
Dulao,Shielded Metal Arc Welding NC I,23,Male,College Undergraduate,Unemployed,Welding,Construction,Career Shifter,Graduate
Bagroy,Shielded Metal Arc Welding NC I,21,Male,College Undergraduate,Self-employed,Driving,Transportation,New Entrant,Dropout
Atipuluan,Masonry NC II,33,Male,Senior High,Self-employed,Masonry,Construction,Experienced Worker,Graduate
Taloc,Shielded Metal Arc Welding NC I,28,Male,Junior High,Underemployed,Welding,Construction,New Entrant,Graduate
Taloc,Masonry NC II,39,Male,College Undergraduate,Unemployed,Computer Literacy,ICT,Career Shifter,Dropout
Dulao,Cookery NC II,23,Female,Senior High,Unemployed,Cooking,Hospitality,Career Shifter,Graduate
Balingasag,Computer Systems Servicing NC II,24,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Returning Learner,Graduate
Dulao,Computer Systems Servicing NC II,40,Female,Junior High,Self-employed,Driving,Transportation,New Entrant,Graduate
Ma-ao,Carpentry NC II,21,Male,Elementary Graduate,Underemployed,Carpentry,Construction,New Entrant,Graduate
Balingasag,Bread and Pastry NC II,37,Male,Junior High,Underemployed,Baking,Hospitality,Experienced Worker,Graduate
Dulao,Carpentry NC II,29,Male,Junior High,Unemployed,Carpentry,Construction,Experienced Worker,Graduate
Ma-ao,Electrical Installation and Maintenance NC II,36,Female,Elementary Graduate,Underemployed,Cooking,Hospitality,New Entrant,Dropout
Balingasag,Masonry NC II,24,Male,Junior High,Underemployed,Masonry,Construction,New Entrant,Dropout
Lag-asan,Shielded Metal Arc Welding NC I,28,Male,Junior High,Underemployed,Welding,Construction,Returning Learner,Graduate
Mailum,Electrical Installation and Maintenance NC II,20,Male,Junior High,Unemployed,Electrical Repair,Construction,Returning Learner,Dropout
Dulao,Shielded Metal Arc Welding NC I,24,Male,Senior High,Underemployed,Welding,Construction,Returning Learner,Dropout
Caridad,Carpentry NC II,19,Female,Junior High,Underemployed,Carpentry,Construction,New Entrant,Dropout
Busay,Carpentry NC II,19,Female,Junior High,Underemployed,Welding,Construction,Career Shifter,Dropout
Binubuhan,Cookery NC II,31,Male,College Undergraduate,Unemployed,Cooking,Hospitality,New Entrant,Dropout
Poblacion,Bread and Pastry NC II,36,Male,Elementary Graduate,Unemployed,Baking,Hospitality,Experienced Worker,Graduate
Sagasa,Shielded Metal Arc Welding NC I,30,Male,Senior High,Wage Employed,Welding,Construction,New Entrant,Dropout
Calumangan,Masonry NC II,39,Male,Elementary Graduate,Unemployed,Masonry,Construction,New Entrant,Graduate
