barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Sagasa,Electrical Installation and Maintenance NC II,32,Male,Senior High,Underemployed,Heavy Equipment Operation,Construction,Career Shifter,Graduate
Napoles,Carpentry NC II,27,Male,Elementary Graduate,Unemployed,Carpentry,Construction,Returning Learner,Graduate
Ma-ao,Computer Systems Servicing NC II,22,Female,Senior High,Unemployed,Training Delivery,Education,Returning Learner,Dropout
Calumangan,Computer Systems Servicing NC II,33,Male,Senior High,Wage Employed,Computer Literacy,ICT,New Entrant,Graduate
Binubuhan,Driving NC II,37,Male,College Undergraduate,Underemployed,Driving,Transportation,Returning Learner,Graduate
Binubuhan,Masonry NC II,22,Male,Junior High,Underemployed,Masonry,Manufacturing,New Entrant,Graduate
Caridad,Electrical Installation and Maintenance NC II,32,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Poblacion,Electrical Installation and Maintenance NC II,30,Male,College Undergraduate,Self-employed,Electrical Repair,Construction,Experienced Worker,Dropout
Lag-asan,Organic Agriculture Production NC II,34,Male,Junior High,Unemployed,Painting,Construction,Career Shifter,Dropout
Bagroy,Bookkeeping NC II,23,Male,Elementary Graduate,Underemployed,Bookkeeping,Business,Experienced Worker,Graduate
Ma-ao,Driving NC II,28,Male,Elementary Graduate,Unemployed,Driving,Transportation,New Entrant,Graduate
Binubuhan,Landscape Installation and Maintenance (Softscape),25,Male,Junior High,Underemployed,Electrical Repair,Construction,Career Shifter,Dropout
Caridad,Electronic Products Assembly and Servicing NC II,47,Male,College Graduate,Self-employed,Electronics,Manufacturing,Returning Learner,Graduate
Ma-ao,Organic Agriculture Production NC II,36,Female,Senior High,Self-employed,Organic Farming,Agriculture,Experienced Worker,Graduate
Bacong,Shielded Metal Arc Welding NC I,29,Male,Senior High,Unemployed,Welding,Construction,Experienced Worker,Dropout
Sagasa,Electronic Products Assembly and Servicing NC II,18,Male,Senior High,Self-employed,Electronics,Manufacturing,Experienced Worker,Dropout
Balingasag,Electrical Installation and Maintenance NC II,30,Male,College Undergraduate,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Bacong,Machining NC I,42,Male,Junior High,Underemployed,Electrical Repair,Construction,Experienced Worker,Dropout
Abuanan,Electronic Products Assembly and Servicing NC II,28,Female,College Undergraduate,Self-employed,Electronics,Manufacturing,Experienced Worker,Graduate
Caridad,Electronic Products Assembly and Servicing NC II,26,Male,College Graduate,Self-employed,Electronics,Manufacturing,Experienced Worker,Graduate
Bacong,Construction Painting NC II,24,Female,Junior High,Self-employed,Landscaping,Agriculture,Career Shifter,Dropout
Poblacion,HEO (Hydraulic Excavator) NC II,42,Male,College Graduate,Wage Employed,Heavy Equipment Operation,Construction,Experienced Worker,Dropout
Abuanan,HEO (Bulldozer) NC II,44,Female,College Undergraduate,Wage Employed,Cooking,Transportation,New Entrant,Dropout
Balingasag,Machining NC II,41,Male,Senior High,Self-employed,Machining,Manufacturing,Returning Learner,Graduate
Ma-ao,Shielded Metal Arc Welding NC I,32,Male,Junior High,Underemployed,Welding,Construction,New Entrant,Dropout
Bacong,Bread and Pastry NC II,26,Female,College Undergraduate,Wage Employed,Baking,Hospitality,Experienced Worker,Graduate
Bacong,Computer Systems Servicing NC II,19,Male,Junior High,Underemployed,Computer Literacy,Construction,New Entrant,Dropout
Caridad,Carpentry NC II,45,Male,Senior High,Self-employed,Carpentry,Construction,Returning Learner,Dropout
Alianza,Organic Agriculture Production NC II,23,Male,College Graduate,Underemployed,Training Delivery,Education,Experienced Worker,Dropout
Malingin,Cookery NC II,23,Female,College Graduate,Wage Employed,Cooking,Hospitality,Experienced Worker,Dropout
Ilijan,Landscape Installation and Maintenance (Softscape),29,Male,Junior High,Underemployed,Landscaping,Agriculture,New Entrant,Dropout
Pacol,Trainers Methodology Level I,26,Female,College Undergraduate,Wage Employed,Training Delivery,Education,Experienced Worker,Graduate
Sagasa,Organic Agriculture Production NC II,21,Male,Junior High,Underemployed,Organic Farming,Agriculture,Experienced Worker,Graduate
Ma-ao,Bread and Pastry NC II,27,Male,Senior High,Wage Employed,Baking,Hospitality,New Entrant,Graduate
Atipuluan,Computer Systems Servicing NC II,40,Male,Senior High,Unemployed,Landscaping,Agriculture,Career Shifter,Dropout
Taloc,Trainers Methodology Level I,40,Male,Senior High,Unemployed,Training Delivery,ICT,Returning Learner,Dropout
Poblacion,HEO (Bulldozer) NC II,24,Female,Junior High,Self-employed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Dulao,Machining NC I,48,Female,College Undergraduate,Self-employed,Machining,Manufacturing,New Entrant,Dropout
Abuanan,Machining NC II,30,Male,Senior High,Self-employed,Machining,Manufacturing,Returning Learner,Graduate
Binubuhan,Computer Systems Servicing NC II,31,Male,College Graduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Ma-ao,Electronic Products Assembly and Servicing NC II,33,Female,College Undergraduate,Wage Employed,Electronics,Manufacturing,Experienced Worker,Dropout
Taloc,Masonry NC II,26,Male,Junior High,Unemployed,Masonry,Construction,New Entrant,Dropout
Atipuluan,Construction Painting NC II,35,Male,Senior High,Underemployed,Painting,Construction,Experienced Worker,Graduate
Pacol,Electronic Products Assembly and Servicing NC II,39,Male,Senior High,Underemployed,Electronics,Manufacturing,Returning Learner,Graduate
Binubuhan,Electrical Installation and Maintenance NC II,37,Male,Senior High,Unemployed,Electrical Repair,Construction,Experienced Worker,Dropout
Calumangan,Cookery NC II,23,Female,Elementary Graduate,Unemployed,Cooking,Agriculture,Career Shifter,Dropout
Lag-asan,Cookery NC II,27,Female,Senior High,Self-employed,Cooking,Hospitality,Experienced Worker,Graduate
Tabunan,Machining NC I,29,Male,Senior High,Wage Employed,Machining,Manufacturing,Experienced Worker,Graduate
Busay,Computer Systems Servicing NC II,23,Male,Elementary Graduate,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Bacong,Shielded Metal Arc Welding NC II,38,Female,Junior High,Unemployed,Welding,Construction,Returning Learner,Graduate
Abuanan,Electrical Installation and Maintenance NC II,30,Male,College Graduate,Self-employed,Electrical Repair,Hospitality,Experienced Worker,Graduate
Balingasag,Bookkeeping NC II,34,Male,College Undergraduate,Underemployed,Bookkeeping,Business,Returning Learner,Dropout
Poblacion,Cookery NC II,55,Female,College Graduate,Unemployed,Cooking,Hospitality,Returning Learner,Dropout
Bacong,Trainers Methodology Level I,37,Male,College Undergraduate,Unemployed,Training Delivery,Education,New Entrant,Graduate
Bacong,Landscape Installation and Maintenance (Softscape),39,Female,College Graduate,Self-employed,Landscaping,Agriculture,Experienced Worker,Graduate
Taloc,Carpentry NC II,34,Male,Junior High,Self-employed,Machining,Manufacturing,New Entrant,Dropout
Abuanan,Shielded Metal Arc Welding NC II,25,Male,Senior High,Underemployed,Welding,Construction,Experienced Worker,Dropout
Ma-ao,Bookkeeping NC II,24,Female,College Undergraduate,Underemployed,Bookkeeping,Education,New Entrant,Graduate
Atipuluan,Electronic Products Assembly and Servicing NC II,41,Male,Senior High,Self-employed,Electronics,Manufacturing,Experienced Worker,Graduate
Dulao,Machining NC I,24,Male,Elementary Graduate,Underemployed,Landscaping,Agriculture,Experienced Worker,Dropout
Calumangan,Shielded Metal Arc Welding NC I,31,Male,Senior High,Underemployed,Welding,Construction,New Entrant,Graduate
Alianza,Trainers Methodology Level I,28,Female,College Undergraduate,Unemployed,Training Delivery,Manufacturing,New Entrant,Dropout
Calumangan,Carpentry NC II,35,Male,Junior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Pacol,HEO (Forklift) NC II,44,Male,Senior High,Underemployed,Heavy Equipment Operation,Construction,Returning Learner,Graduate
Sagasa,Landscape Installation and Maintenance (Softscape),27,Female,College Undergraduate,Unemployed,Landscaping,Agriculture,Returning Learner,Dropout
Mailum,Trainers Methodology Level I,42,Male,Senior High,Self-employed,Training Delivery,Education,Experienced Worker,Dropout
Tabunan,Cookery NC II,37,Female,Junior High,Unemployed,Cooking,Hospitality,Returning Learner,Graduate
Napoles,Electronic Products Assembly and Servicing NC II,34,Female,Senior High,Wage Employed,Electronics,Manufacturing,New Entrant,Graduate
Napoles,Electronic Products Assembly and Servicing NC II,43,Male,Senior High,Underemployed,Electronics,Manufacturing,Experienced Worker,Dropout
Poblacion,HEO (Wheel Loader) NC II,32,Male,Junior High,Underemployed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Ilijan,Trainers Methodology Level I,45,Male,College Graduate,Wage Employed,Training Delivery,Education,Experienced Worker,Graduate
Napoles,Shielded Metal Arc Welding NC II,22,Female,College Graduate,Wage Employed,Welding,Education,Returning Learner,Graduate
Binubuhan,Bookkeeping NC II,29,Male,Junior High,Underemployed,Bookkeeping,Business,New Entrant,Dropout
Alianza,Machining NC I,23,Female,Junior High,Unemployed,Machining,Manufacturing,Career Shifter,Dropout
Ma-ao,Trainers Methodology Level I,45,Male,College Graduate,Self-employed,Training Delivery,Education,Experienced Worker,Graduate
Calumangan,Electronic Products Assembly and Servicing NC II,36,Male,Junior High,Unemployed,Electronics,Manufacturing,New Entrant,Dropout
Tabunan,Carpentry NC II,39,Male,Senior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Pacol,HEO (Hydraulic Excavator) NC II,25,Female,College Graduate,Unemployed,Computer Literacy,ICT,Career Shifter,Dropout
Calumangan,Shielded Metal Arc Welding NC II,29,Male,Senior High,Wage Employed,Welding,Construction,New Entrant,Graduate
Tabunan,Computer Systems Servicing NC II,19,Male,College Undergraduate,Unemployed,Computer Literacy,ICT,New Entrant,Dropout
Balingasag,Bookkeeping NC II,19,Female,Senior High,Self-employed,Bookkeeping,Hospitality,Returning Learner,Dropout
Atipuluan,HEO (Bulldozer) NC II,25,Female,Senior High,Underemployed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Busay,Shielded Metal Arc Welding NC I,28,Female,Senior High,Unemployed,Welding,Construction,Experienced Worker,Graduate
Sagasa,Machining NC I,28,Male,Junior High,Self-employed,Machining,Business,Returning Learner,Dropout
Mailum,Trainers Methodology Level I,27,Male,Senior High,Underemployed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Bagroy,Shielded Metal Arc Welding NC II,40,Male,Senior High,Wage Employed,Welding,Construction,Returning Learner,Dropout
Atipuluan,Computer Systems Servicing NC II,26,Male,College Undergraduate,Unemployed,Computer Literacy,Agriculture,Returning Learner,Dropout
Bacong,Bread and Pastry NC II,36,Male,Senior High,Underemployed,Baking,Hospitality,New Entrant,Dropout
Alianza,HEO (Forklift) NC II,26,Female,Junior High,Self-employed,Heavy Equipment Operation,Construction,Experienced Worker,Dropout
Lag-asan,Bread and Pastry NC II,31,Female,Senior High,Unemployed,Baking,Hospitality,New Entrant,Dropout
Calumangan,Bookkeeping NC II,27,Male,Elementary Graduate,Underemployed,Bookkeeping,Business,New Entrant,Graduate
Mailum,Masonry NC I,38,Male,Junior High,Unemployed,Masonry,Construction,Returning Learner,Graduate
Calumangan,Machining NC II,51,Female,College Graduate,Wage Employed,Machining,Manufacturing,Experienced Worker,Dropout
Napoles,HEO (Wheel Loader) NC II,36,Female,Senior High,Wage Employed,Heavy Equipment Operation,Construction,Experienced Worker,Dropout
Balingasag,Computer Systems Servicing NC II,42,Female,College Graduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Dropout
Taloc,Shielded Metal Arc Welding NC II,26,Female,Senior High,Wage Employed,Landscaping,Agriculture,Career Shifter,Dropout
Malingin,Trainers Methodology Level I,23,Male,College Undergraduate,Wage Employed,Training Delivery,Education,New Entrant,Graduate
Ilijan,Landscape Installation and Maintenance (Softscape),27,Male,Junior High,Unemployed,Landscaping,Agriculture,New Entrant,Graduate
Ilijan,Construction Painting NC II,22,Female,Elementary Graduate,Self-employed,Painting,Construction,Experienced Worker,Graduate
Sagasa,Cookery NC II,37,Male,Junior High,Unemployed,Cooking,Business,Experienced Worker,Graduate
Mailum,Bread and Pastry NC II,35,Female,Junior High,Self-employed,Baking,Hospitality,Experienced Worker,Dropout
Poblacion,Construction Painting NC II,28,Male,Senior High,Unemployed,Painting,Construction,New Entrant,Dropout
Abuanan,Bookkeeping NC II,41,Male,College Undergraduate,Wage Employed,Bookkeeping,Business,Returning Learner,Dropout
Caridad,Bread and Pastry NC II,31,Female,College Undergraduate,Wage Employed,Baking,Hospitality,Returning Learner,Graduate
Sagasa,Bookkeeping NC II,30,Female,College Undergraduate,Self-employed,Bookkeeping,Business,Experienced Worker,Graduate
Atipuluan,Electronic Products Assembly and Servicing NC II,32,Male,Junior High,Underemployed,Electronics,Manufacturing,Returning Learner,Graduate
Taloc,Landscape Installation and Maintenance (Softscape),19,Male,Elementary Graduate,Underemployed,Carpentry,Construction,Career Shifter,Graduate
Malingin,Carpentry NC II,22,Male,Senior High,Wage Employed,Carpentry,Construction,Experienced Worker,Graduate
Lag-asan,Computer Systems Servicing NC II,48,Male,College Graduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Dropout
Calumangan,Cookery NC II,22,Male,Elementary Graduate,Underemployed,Cooking,Hospitality,New Entrant,Dropout
Ilijan,Electrical Installation and Maintenance NC II,37,Male,Senior High,Underemployed,Electrical Repair,Construction,Experienced Worker,Dropout
Dulao,Cookery NC II,23,Male,Senior High,Unemployed,Cooking,Hospitality,Career Shifter,Dropout
Poblacion,Bookkeeping NC II,35,Male,Junior High,Underemployed,Bookkeeping,Construction,New Entrant,Dropout
Busay,Carpentry NC II,30,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Dropout
Binubuhan,Electronic Products Assembly and Servicing NC II,29,Male,Senior High,Unemployed,Electronics,Manufacturing,Experienced Worker,Dropout
Atipuluan,Driving NC II,34,Male,Elementary Graduate,Unemployed,Driving,Transportation,New Entrant,Graduate
Alianza,Electronic Products Assembly and Servicing NC II,24,Male,Elementary Graduate,Unemployed,Electronics,Manufacturing,New Entrant,Graduate
Ilijan,Bread and Pastry NC II,46,Female,College Graduate,Wage Employed,Baking,Hospitality,Experienced Worker,Graduate
Ilijan,Electronic Products Assembly and Servicing NC II,35,Female,College Undergraduate,Self-employed,Electronics,Manufacturing,Experienced Worker,Graduate
Lag-asan,Organic Agriculture Production NC II,30,Male,Senior High,Underemployed,Organic Farming,Agriculture,Experienced Worker,Dropout
Tabunan,Cookery NC II,35,Male,Junior High,Unemployed,Cooking,Hospitality,Experienced Worker,Graduate
Taloc,Landscape Installation and Maintenance (Softscape),32,Male,Senior High,Wage Employed,Landscaping,Agriculture,Returning Learner,Dropout
Busay,Construction Painting NC II,21,Female,College Undergraduate,Self-employed,Painting,Construction,Career Shifter,Dropout
Napoles,Construction Painting NC II,38,Male,Junior High,Underemployed,Painting,Construction,New Entrant,Graduate
Lag-asan,Driving NC II,34,Male,Senior High,Wage Employed,Driving,Transportation,Experienced Worker,Graduate
Napoles,Carpentry NC II,20,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Dropout
Poblacion,Electrical Installation and Maintenance NC II,21,Male,Elementary Graduate,Unemployed,Electrical Repair,Construction,Experienced Worker,Graduate
Caridad,Electronic Products Assembly and Servicing NC II,32,Female,Junior High,Self-employed,Electronics,Manufacturing,Experienced Worker,Dropout
Busay,Carpentry NC II,20,Male,Senior High,Unemployed,Electrical Repair,Construction,Career Shifter,Dropout
Tabunan,Landscape Installation and Maintenance (Softscape),32,Female,College Graduate,Wage Employed,Landscaping,Education,Experienced Worker,Graduate
